;1001_IEO_NEU_XX;N
1338;1017_MTI_NEU_XX.avi;N
2911;1036_DFA_ANG_XX.avi;A
553;1007_DFA_DIS_XX.avi;D
7241;1089_IWL_NEU_XX.avi;N
4589;1057_TIE_HAP_XX.avi;H
4486;1055_WSI_SAD_XX.avi;N
4632;1057_DFA_SAD_XX.avi;N
5881;1072_WSI_ANG_XX.avi;A
4602;1057_IWW_SAD_XX.avi;N
1906;1024_MTI_NEU_XX.avi;N
6066;1075_TIE_SAD_XX.avi;S
1455;1018_TSI_DIS_XX.avi;D
4325;1053_WSI_DIS_XX.avi;A
877;1011_TSI_HAP_XX.avi;H
537;1007_IWL_HAP_XX.avi;H
1950;1025_IEO_HAP_MD.avi;H
5224;1064_WSI_SAD_XX.avi;D
2769;1035_IEO_HAP_LO.avi;H
4228;1052_ITS_SAD_XX.avi;F
133;1002_ITH_HAP_XX.avi;H
1643;1021_IOM_HAP_XX.avi;H
5233;1065_IEO_SAD_MD.avi;N
6311;1078_TIE_SAD_XX.avi;N
6221;1077_IEO_FEA_LO.avi;N
7428;1091_ITS_DIS_XX.avi;S
7199;1089_IEO_SAD_LO.avi;F
3330;1041_TSI_NEU_XX.avi;N
3189;1040_IEO_FEA_MD.avi;N
1978;1025_IWW_SAD_XX.avi;S
6112;1075_ITS_NEU_XX.avi;D
839;1011_IWW_DIS_XX.avi;D
5168;1064_IOM_NEU_XX.avi;N
1171;1015_TAI_ANG_XX.avi;A
7291;1090_IEO_DIS_MD.avi;D
5847;1072_MTI_DIS_XX.avi;D
6050;1075_IEO_HAP_MD.avi;H
4697;1058_MTI_ANG_XX.avi;A
4681;1058_IOM_DIS_XX.avi;S
6234;1077_IOM_HAP_XX.avi;H
4434;1055_IOM_FEA_XX.avi;A
159;1002_WSI_ANG_XX.avi;A
1582;1020_MTI_FEA_XX.avi;F
4907;1061_IEO_ANG_LO.avi;A
4088;1051_IEO_ANG_MD.avi;A
4768;1059_IWW_FEA_XX.avi;F
684;1009_TAI_SAD_XX.avi;S
5693;1070_ITH_ANG_XX.avi;N
4144;1051_ITS_NEU_XX.avi;N
3117;1039_TIE_DIS_XX.avi;D
6864;1084_WSI_ANG_XX.avi;A
3405;1042_DFA_DIS_XX.avi;D
4942;1061_MTI_SAD_XX.avi;S
1293;1016_WSI_HAP_XX.avi;H
2200;1028_IEO_SAD_HI.avi;S
597;1008_IOM_ANG_XX.avi;A
1854;1023_TSI_NEU_XX.avi;N
5416;1067_IOM_SAD_XX.avi;N
3248;1040_TSI_NEU_XX.avi;N
1134;1015_IEO_NEU_XX.avi;H
6506;1080_IWL_ANG_XX.avi;A
527;1007_TAI_ANG_XX.avi;A
4733;1058_WSI_ANG_XX.avi;A
7402;1091_MTI_ANG_XX.avi;A
1405;1018_IOM_ANG_XX.avi;A
2041;1026_IEO_FEA_MD.avi;N
1994;1025_IWL_NEU_XX.avi;N
5419;1067_IOM_DIS_XX.avi;D
1633;1021_IEO_DIS_LO.avi;D
3574;1044_ITS_FEA_XX.avi;F
2408;1030_IWL_FEA_XX.avi;F
1143;1015_IEO_ANG_HI.avi;A
6155;1076_IOM_ANG_XX.avi;D
5023;1062_MTI_HAP_XX.avi;H
4461;1055_ITH_HAP_XX.avi;H
5593;1069_TAI_ANG_XX.avi;A
4896;1060_WSI_SAD_XX.avi;N
4096;1051_TIE_NEU_XX.avi;N
2623;1033_TIE_ANG_XX.avi;A
6718;1083_IEO_DIS_HI.avi;S
6126;1075_WSI_SAD_XX.avi;S
2211;1028_TIE_HAP_XX.avi;H
6435;1079_DFA_SAD_XX.avi;N
2450;1031_IEO_FEA_LO.avi;N
4753;1059_TIE_HAP_XX.avi;H
2678;1033_TSI_FEA_XX.avi;F
3576;1044_TSI_NEU_XX.avi;N
5878;1072_WSI_NEU_XX.avi;N
4338;1054_IEO_FEA_HI.avi;F
7328;1090_IWL_DIS_XX.avi;D
2147;1027_TAI_HAP_XX.avi;H
4793;1059_ITH_DIS_XX.avi;D
5819;1072_TIE_HAP_XX.avi;H
994;1013_IOM_SAD_XX.avi;S
2600;1032_WSI_SAD_XX.avi;N
5749;1071_IWW_HAP_XX.avi;H
5800;1071_WSI_FEA_XX.avi;F
4596;1057_IOM_SAD_XX.avi;N
4356;1054_IWW_SAD_XX.avi;F
5669;1070_IWW_ANG_XX.avi;N
6278;1077_ITS_ANG_XX.avi;A
2904;1036_ITH_SAD_XX.avi;S
5289;1065_DFA_ANG_XX.avi;A
4396;1054_TSI_NEU_XX.avi;N
3266;1041_IEO_SAD_HI.avi;N
388;1005_DFA_FEA_XX.avi;F
2249;1028_ITH_ANG_XX.avi;A
505;1007_IEO_DIS_HI.avi;D
5892;1073_IEO_ANG_MD.avi;A
4837;1060_TIE_ANG_XX.avi;D
898;1012_IEO_FEA_LO.avi;N
333;1005_IEO_ANG_LO.avi;N
3698;1046_IWW_NEU_XX.avi;N
5602;1069_IWL_NEU_XX.avi;N
4951;1061_IWL_DIS_XX.avi;D
5067;1063_IEO_HAP_HI.avi;H
4547;1056_ITH_DIS_XX.avi;D
4324;1053_WSI_FEA_XX.avi;F
6828;1084_MTI_ANG_XX.avi;A
1311;1017_IEO_DIS_LO.avi;N
3778;1047_IOM_FEA_XX.avi;F
4604;1057_IWW_FEA_XX.avi;N
6611;1081_TSI_SAD_XX.avi;N
5087;1063_IOM_HAP_XX.avi;H
1356;1017_DFA_NEU_XX.avi;N
2501;1031_DFA_ANG_XX.avi;N
6528;1080_TSI_HAP_XX.avi;H
798;1010_TSI_FEA_XX.avi;F
4293;1053_IWL_ANG_XX.avi;A
6501;1080_MTI_FEA_XX.avi;F
273;1004_IWW_HAP_XX.avi;H
3138;1039_MTI_SAD_XX.avi;S
6292;1077_WSI_DIS_XX.avi;D
1235;1016_TIE_ANG_XX.avi;A
7415;1091_ITH_FEA_XX.avi;F
5476;1068_IEO_HAP_MD.avi;H
4346;1054_TIE_FEA_XX.avi;F
4057;1050_DFA_HAP_XX.avi;H
6526;1080_ITS_DIS_XX.avi;D
7409;1091_IWL_FEA_XX.avi;F
1538;1020_IEO_NEU_XX.avi;N
7220;1089_IOM_ANG_XX.avi;A
4875;1060_ITH_DIS_XX.avi;D
7388;1091_IWW_HAP_XX.avi;H
3496;1043_TSI_SAD_XX.avi;S
68;1001_ITS_DIS_XX.avi;D
7265;1089_TSI_NEU_XX.avi;N
7018;1086_ITS_DIS_XX.avi;D
3699;1046_IWW_HAP_XX.avi;N
5091;1063_IOM_DIS_XX.avi;S
853;1011_IWL_HAP_XX.avi;H
6542;1081_IEO_HAP_HI.avi;H
4898;1060_WSI_FEA_XX.avi;S
403;1005_WSI_HAP_XX.avi;H
6807;1084_IOM_NEU_XX.avi;N
325;1004_WSI_DIS_XX.avi;S
7373;1091_IEO_DIS_MD.avi;S
3770;1047_TIE_SAD_XX.avi;N
2718;1034_IWW_FEA_XX.avi;F
7274;1089_WSI_ANG_XX.avi;A
5634;1069_WSI_SAD_XX.avi;F
2492;1031_ITH_NEU_XX.avi;N
2874;1036_IOM_SAD_XX.avi;S
2237;1028_MTI_ANG_XX.avi;A
551;1007_DFA_ANG_XX.avi;A
457;1006_IWL_ANG_XX.avi;A
5018;1062_TAI_SAD_XX.avi;S
5759;1071_TAI_DIS_XX.avi;A
7258;1089_DFA_DIS_XX.avi;D
3376;1042_TAI_NEU_XX.avi;N
6233;1077_IOM_NEU_XX.avi;N
2555;1032_IWW_DIS_XX.avi;F
2168;1027_ITH_FEA_XX.avi;F
4812;1059_WSI_NEU_XX.avi;N
7092;1087_DFA_ANG_XX.avi;N
6192;1076_DFA_FEA_XX.avi;F
2734;1034_IWL_SAD_XX.avi;N
5251;1065_IOM_HAP_XX.avi;H
7099;1087_ITS_FEA_XX.avi;F
4999;1062_TIE_HAP_XX.avi;H
632;1008_DFA_SAD_XX.avi;S
3598;1045_IEO_FEA_LO.avi;F
7317;1090_MTI_NEU_XX.avi;N
4125;1051_MTI_DIS_XX.avi;D
1107;1014_ITH_ANG_XX.avi;D
6707;1083_IEO_SAD_LO.avi;S
1641;1021_TIE_DIS_XX.avi;S
4899;1060_WSI_DIS_XX.avi;S
1812;1023_IWW_NEU_XX.avi;N
2700;1034_IEO_DIS_MD.avi;N
6104;1075_ITH_FEA_XX.avi;F
3154;1039_DFA_NEU_XX.avi;N
4979;1061_WSI_ANG_XX.avi;D
7101;1087_TSI_NEU_XX.avi;N
2813;1035_MTI_DIS_XX.avi;D
4895;1060_WSI_HAP_XX.avi;H
4304;1053_DFA_SAD_XX.avi;S
244;1004_IEO_NEU_XX.avi;N
3659;1045_TSI_HAP_XX.avi;H
4060;1050_DFA_FEA_XX.avi;F
4505;1056_IEO_DIS_HI.avi;F
5576;1069_TIE_FEA_XX.avi;F
4702;1058_IWL_SAD_XX.avi;S
6940;1085_TSI_ANG_XX.avi;A
7019;1086_TSI_NEU_XX.avi;N
3164;1039_ITS_FEA_XX.avi;F
3726;1046_ITH_FEA_XX.avi;N
7118;1088_IEO_SAD_MD.avi;N
5468;1067_WSI_NEU_XX.avi;N
3246;1040_ITS_FEA_XX.avi;F
6267;1077_ITH_FEA_XX.avi;N
3558;1044_ITH_NEU_XX.avi;N
3509;1044_IEO_HAP_HI.avi;H
609;1008_TAI_ANG_XX.avi;A
6570;1081_IWW_ANG_XX.avi;A
456;1006_IWL_SAD_XX.avi;S
4430;1055_IOM_NEU_XX.avi;N
6076;1075_IWW_NEU_XX.avi;N
4112;1051_IWW_FEA_XX.avi;A
2423;1030_ITS_HAP_XX.avi;H
341;1005_IEO_DIS_HI.avi;F
1270;1016_ITH_SAD_XX.avi;S
1012;1013_MTI_SAD_XX.avi;N
3784;1047_IWW_FEA_XX.avi;F
1543;1020_IEO_SAD_MD.avi;S
6513;1080_ITH_FEA_XX.avi;D
5338;1066_IWW_NEU_XX.avi;N
5285;1065_ITH_DIS_XX.avi;D
4186;1052_IOM_SAD_XX.avi;N
5929;1073_MTI_DIS_XX.avi;S
6959;1086_IEO_FEA_LO.avi;N
1229;1016_IEO_DIS_LO.avi;D
654;1009_IEO_SAD_HI.avi;N
4278;1053_TAI_NEU_XX.avi;N
4234;1052_TSI_SAD_XX.avi;N
592;1008_TIE_FEA_XX.avi;F
5437;1067_MTI_DIS_XX.avi;D
567;1007_WSI_HAP_XX.avi;H
2852;1036_IEO_HAP_MD.avi;H
6313;1078_TIE_FEA_XX.avi;F
1658;1021_TAI_FEA_XX.avi;N
6927;1085_DFA_SAD_XX.avi;N
4389;1054_DFA_DIS_XX.avi;D
3805;1047_ITH_HAP_XX.avi;H
4653;1057_WSI_DIS_XX.avi;D
1677;1021_ITH_DIS_XX.avi;D
1492;1019_IWW_SAD_XX.avi;N
742;1010_TIE_SAD_XX.avi;N
81;1002_IEO_NEU_XX.avi;N
1408;1018_IWW_NEU_XX.avi;N
5259;1065_IWW_ANG_XX.avi;D
2414;1030_ITH_FEA_XX.avi;A
6962;1086_IEO_DIS_LO.avi;N
2855;1036_IEO_SAD_MD.avi;S
6994;1086_MTI_DIS_XX.avi;D
327;1005_IEO_HAP_LO.avi;H
2952;1037_TIE_FEA_XX.avi;F
3908;1048_TSI_FEA_XX.avi;F
4848;1060_IWW_SAD_XX.avi;S
6862;1084_WSI_HAP_XX.avi;H
3521;1044_IEO_DIS_HI.avi;F
1021;1013_IWL_DIS_XX.avi;D
1038;1013_ITS_FEA_XX.avi;F
3747;1046_WSI_HAP_XX.avi;H
1282;1016_ITS_SAD_XX.avi;S
1688;1021_ITS_FEA_XX.avi;F
3691;1046_TIE_DIS_XX.avi;S
233;1003_TSI_HAP_XX.avi;H
1113;1014_DFA_ANG_XX.avi;A
3586;1044_WSI_FEA_XX.avi;F
1259;1016_MTI_ANG_XX.avi;D
7391;1091_IWW_FEA_XX.avi;F
4445;1055_TAI_ANG_XX.avi;F
2587;1032_ITS_HAP_XX.avi;A
3520;1044_IEO_DIS_MD.avi;A
2071;1026_MTI_HAP_XX.avi;H
4764;1059_IWW_NEU_XX.avi;N
897;1012_IEO_ANG_HI.avi;A
2467;1031_IOM_DIS_XX.avi;D
1849;1023_ITS_HAP_XX.avi;H
4428;1055_TIE_FEA_XX.avi;F
5201;1064_ITH_ANG_XX.avi;A
4965;1061_ITS_HAP_XX.avi;H
4254;1053_IEO_FEA_LO.avi;F
5330;1066_TIE_FEA_XX.avi;N
1401;1018_TIE_DIS_XX.avi;S
4201;1052_TAI_DIS_XX.avi;D
6763;1083_DFA_SAD_XX.avi;S
2062;1026_IWW_FEA_XX.avi;N
3124;1039_IWW_NEU_XX.avi;N
1823;1023_TAI_DIS_XX.avi;D
2740;1034_ITH_SAD_XX.avi;N
4308;1053_ITS_NEU_XX.avi;N
2955;1037_IOM_HAP_XX.avi;H
6688;1082_ITS_ANG_XX.avi;A
2457;1031_TIE_HAP_XX.avi;N
3424;1043_IEO_NEU_XX.avi;N
3298;1041_TAI_FEA_XX.avi;F
5747;1071_IOM_DIS_XX.avi;N
1094;1014_MTI_SAD_XX.avi;N
5732;1071_IEO_FEA_HI.avi;F
2619;1033_IEO_DIS_HI.avi;D
1705;1022_IEO_HAP_HI.avi;H
6141;1076_IEO_FEA_MD.avi;S
3332;1041_TSI_SAD_XX.avi;D
3935;1049_TIE_ANG_XX.avi;A
119;1002_TAI_DIS_XX.avi;D
5917;1073_IWW_DIS_XX.avi;S
3242;1040_ITS_NEU_XX.avi;N
3084;1038_TSI_NEU_XX.avi;H
2393;1030_TAI_HAP_XX.avi;H
5203;1064_ITH_DIS_XX.avi;D
5376;1066_ITS_SAD_XX.avi;N
3462;1043_TAI_FEA_XX.avi;F
5592;1069_TAI_SAD_XX.avi;S
5883;1072_WSI_DIS_XX.avi;D
5232;1065_IEO_SAD_LO.avi;N
983;1013_IEO_DIS_LO.avi;S
2276;1029_IEO_NEU_XX.avi;N
3548;1044_MTI_SAD_XX.avi;F
1629;1021_IEO_ANG_HI.avi;A
7232;1089_TAI_ANG_XX.avi;A
6837;1084_ITH_NEU_XX.avi;N
2957;1037_IOM_ANG_XX.avi;A
562;1007_TSI_SAD_XX.avi;D
3808;1047_ITH_FEA_XX.avi;F
3238;1040_DFA_SAD_XX.avi;N
4562;1056_TSI_SAD_XX.avi;S
6397;1079_IOM_NEU_XX.avi;N
3069;1038_ITH_ANG_XX.avi;A
5061;1062_WSI_ANG_XX.avi;D
1573;1020_TAI_HAP_XX.avi;H
1670;1021_IWL_FEA_XX.avi;N
4502;1056_IEO_FEA_HI.avi;F
3880;1048_IWL_NEU_XX.avi;N
3636;1045_IWL_SAD_XX.avi;N
2073;1026_MTI_ANG_XX.avi;F
3181;1040_IEO_HAP_HI.avi;H
2510;1031_TSI_NEU_XX.avi;N
4403;1054_WSI_HAP_XX.avi;H
7024;1086_TSI_DIS_XX.avi;A
63;1001_ITS_NEU_XX.avi;N
375;1005_IWL_ANG_XX.avi;N
3904;1048_TSI_NEU_XX.avi;N
3165;1039_ITS_DIS_XX.avi;D
7171;1088_DFA_NEU_XX.avi;N
4527;1056_TAI_ANG_XX.avi;D
3456;1043_IWW_FEA_XX.avi;D
5958;1073_TSI_FEA_XX.avi;F
4703;1058_IWL_ANG_XX.avi;A
2816;1035_IWL_SAD_XX.avi;N
7307;1090_IWW_SAD_XX.avi;N
6030;1074_ITS_NEU_XX.avi;N
1635;1021_IEO_DIS_HI.avi;D
6757;1083_ITH_SAD_XX.avi;S
2792;1035_IOM_SAD_XX.avi;S
656;1009_IEO_ANG_MD.avi;A
2331;1029_ITH_ANG_XX.avi;A
6476;1080_TIE_ANG_XX.avi;H
6445;1079_TSI_NEU_XX.avi;N
3457;1043_IWW_DIS_XX.avi;D
5836;1072_TAI_NEU_XX.avi;N
1387;1018_IEO_ANG_LO.avi;N
6096;1075_IWL_SAD_XX.avi;S
3518;1044_IEO_FEA_HI.avi;A
3099;1039_IEO_HAP_HI.avi;H
361;1005_TAI_HAP_XX.avi;H
3599;1045_IEO_FEA_MD.avi;F
2795;1035_IOM_DIS_XX.avi;D
5354;1066_MTI_FEA_XX.avi;F
7076;1087_MTI_DIS_XX.avi;D
4745;1059_IEO_ANG_HI.avi;A
1506;1019_MTI_FEA_XX.avi;S
1714;1022_IEO_FEA_HI.avi;F
262;1004_TIE_SAD_XX.avi;S
176;1003_IEO_DIS_MD.avi;D
1703;1022_IEO_HAP_LO.avi;H
5684;1070_IWL_NEU_XX.avi;N
5716;1070_WSI_SAD_XX.avi;D
4247;1053_IEO_HAP_HI.avi;H
5969;1074_IEO_HAP_HI.avi;H
6432;1079_ITH_DIS_XX.avi;S
1019;1013_IWL_ANG_XX.avi;A
7182;1088_ITS_DIS_XX.avi;D
4147;1051_ITS_ANG_XX.avi;A
1974;1025_IOM_FEA_XX.avi;F
2541;1032_TIE_ANG_XX.avi;A
3155;1039_DFA_HAP_XX.avi;H
4209;1052_IWL_HAP_XX.avi;H
5264;1065_TAI_SAD_XX.avi;F
2312;1029_TAI_SAD_XX.avi;S
4800;1059_ITS_NEU_XX.avi;N
5356;1066_IWL_NEU_XX.avi;N
772;1010_IWL_SAD_XX.avi;N
1784;1023_IEO_NEU_XX.avi;N
889;1012_IEO_HAP_LO.avi;H
2024;1025_WSI_NEU_XX.avi;N
1043;1013_TSI_ANG_XX.avi;A
1349;1017_IWL_DIS_XX.avi;D
5578;1069_IOM_NEU_XX.avi;N
5556;1069_IEO_NEU_XX.avi;N
6545;1081_IEO_SAD_HI.avi;N
1265;1016_IWL_ANG_XX.avi;A
4225;1052_DFA_DIS_XX.avi;A
5953;1073_ITS_DIS_XX.avi;D
4198;1052_TAI_SAD_XX.avi;D
5153;1064_IEO_ANG_LO.avi;A
5979;1074_IEO_DIS_LO.avi;D
6156;1076_IOM_FEA_XX.avi;N
7123;1088_IEO_FEA_LO.avi;N
5902;1073_TIE_SAD_XX.avi;N
6725;1083_IOM_NEU_XX.avi;N
2576;1032_ITH_SAD_XX.avi;F
4051;1050_ITH_HAP_XX.avi;H
1537;1019_WSI_DIS_XX.avi;D
6928;1085_DFA_ANG_XX.avi;A
2179;1027_ITS_ANG_XX.avi;A
2278;1029_IEO_HAP_MD.avi;H
6113;1075_ITS_HAP_XX.avi;H
2152;1027_MTI_NEU_XX.avi;N
1759;1022_ITH_DIS_XX.avi;D
4382;1054_ITH_FEA_XX.avi;F
290;1004_IWL_NEU_XX.avi;N
305;1004_DFA_ANG_XX.avi;A
6130;1076_IEO_NEU_XX.avi;N
2556;1032_TAI_NEU_XX.avi;N
1406;1018_IOM_FEA_XX.avi;N
337;1005_IEO_FEA_MD.avi;F
4459;1055_IWL_DIS_XX.avi;D
3679;1046_IEO_ANG_HI.avi;A
4394;1054_ITS_FEA_XX.avi;F
2220;1028_IOM_FEA_XX.avi;S
4497;1056_IEO_ANG_LO.avi;D
2803;1035_TAI_HAP_XX.avi;H
2806;1035_TAI_FEA_XX.avi;D
1580;1020_MTI_SAD_XX.avi;N
988;1013_TIE_SAD_XX.avi;N
7206;1089_IEO_FEA_MD.avi;F
1432;1018_ITH_NEU_XX.avi;N
4432;1055_IOM_SAD_XX.avi;N
6943;1085_WSI_NEU_XX.avi;N
6282;1077_TSI_HAP_XX.avi;H
3205;1040_IOM_DIS_XX.avi;S
5180;1064_TAI_NEU_XX.avi;N
6325;1078_IWW_FEA_XX.avi;F
5418;1067_IOM_FEA_XX.avi;N
6429;1079_ITH_SAD_XX.avi;S
5677;1070_TAI_DIS_XX.avi;D
2485;1031_MTI_DIS_XX.avi;D
7192;1088_WSI_ANG_XX.avi;A
6463;1080_IEO_SAD_HI.avi;F
5812;1072_IEO_FEA_LO.avi;F
2580;1032_DFA_NEU_XX.avi;N
1695;1021_TSI_DIS_XX.avi;D
3458;1043_TAI_NEU_XX.avi;N
7280;1090_IEO_HAP_HI.avi;H
175;1003_IEO_DIS_LO.avi;S
4692;1058_TAI_FEA_XX.avi;F
5935;1073_IWL_DIS_XX.avi;S
2873;1036_IOM_HAP_XX.avi;H
1737;1022_TAI_HAP_XX.avi;H
3461;1043_TAI_ANG_XX.avi;A
4143;1051_DFA_DIS_XX.avi;D
238;1003_WSI_NEU_XX.avi;N
1366;1017_ITS_FEA_XX.avi;A
4867;1060_IWL_ANG_XX.avi;N
5492;1068_TIE_SAD_XX.avi;D
3365;1042_IOM_HAP_XX.avi;H
7424;1091_ITS_HAP_XX.avi;H
2685;1033_WSI_DIS_XX.avi;D
1587;1020_IWL_ANG_XX.avi;A
1161;1015_IOM_DIS_XX.avi;N
6144;1076_IEO_DIS_MD.avi;D
6929;1085_DFA_FEA_XX.avi;D
4525;1056_TAI_HAP_XX.avi;H
2536;1032_IEO_DIS_MD.avi;N
1431;1018_IWL_DIS_XX.avi;D
357;1005_IWW_ANG_XX.avi;N
5083;1063_TIE_ANG_XX.avi;A
3395;1042_ITH_HAP_XX.avi;H
6074;1075_IOM_FEA_XX.avi;D
1164;1015_IWW_SAD_XX.avi;H
6711;1083_IEO_ANG_MD.avi;D
3425;1043_IEO_HAP_LO.avi;H
849;1011_MTI_ANG_XX.avi;A
2520;1031_WSI_FEA_XX.avi;D
1586;1020_IWL_SAD_XX.avi;S
6956;1086_IEO_ANG_LO.avi;N
645;1008_TSI_ANG_XX.avi;A
4114;1051_TAI_NEU_XX.avi;N
398;1005_TSI_SAD_XX.avi;N
6557;1081_TIE_SAD_XX.avi;N
1274;1016_DFA_NEU_XX.avi;D
989;1013_TIE_ANG_XX.avi;A
4053;1050_ITH_ANG_XX.avi;A
7290;1090_IEO_DIS_LO.avi;F
5752;1071_IWW_FEA_XX.avi;N
1810;1023_IOM_FEA_XX.avi;S
4841;1060_IOM_HAP_XX.avi;H
2970;1037_TAI_FEA_XX.avi;F
2748;1034_DFA_FEA_XX.avi;S
3364;1042_IOM_NEU_XX.avi;N
2420;1030_DFA_FEA_XX.avi;S
2484;1031_MTI_FEA_XX.avi;F
2926;1036_WSI_NEU_XX.avi;N
7222;1089_IOM_DIS_XX.avi;D
1057;1014_IEO_SAD_MD.avi;N
736;1010_IEO_FEA_HI.avi;A
5019;1062_TAI_ANG_XX.avi;A
4754;1059_TIE_SAD_XX.avi;S
2724;1034_TAI_FEA_XX.avi;N
2304;1029_IWW_NEU_XX.avi;N
5407;1067_IEO_DIS_HI.avi;F
1443;1018_DFA_DIS_XX.avi;D
1168;1015_TAI_NEU_XX.avi;H
1377;1017_WSI_ANG_XX.avi;A
6640;1082_TIE_ANG_XX.avi;A
3992;1049_WSI_NEU_XX.avi;N
1295;1016_WSI_ANG_XX.avi;A
2603;1032_WSI_DIS_XX.avi;A
5884;1073_IEO_NEU_XX.avi;N
1596;1020_DFA_NEU_XX.avi;N
368;1005_MTI_SAD_XX.avi;N
182;1003_TIE_FEA_XX.avi;F
1876;1024_IEO_FEA_LO.avi;D
2645;1033_MTI_HAP_XX.avi;H
6283;1077_TSI_SAD_XX.avi;N
624;1008_ITH_NEU_XX.avi;N
6158;1076_IWW_NEU_XX.avi;N
7060;1087_IWW_HAP_XX.avi;H
3580;1044_TSI_FEA_XX.avi;F
7357;1090_WSI_FEA_XX.avi;A
7121;1088_IEO_ANG_MD.avi;A
5718;1070_WSI_FEA_XX.avi;A
6139;1076_IEO_ANG_HI.avi;D
3262;1041_IEO_HAP_MD.avi;H
4416;1055_IEO_ANG_MD.avi;N
4885;1060_ITS_ANG_XX.avi;A
3648;1045_DFA_SAD_XX.avi;N
1913;1024_IWL_HAP_XX.avi;S
5619;1069_DFA_DIS_XX.avi;D
675;1009_IOM_DIS_XX.avi;D
6518;1080_DFA_ANG_XX.avi;H
3055;1038_MTI_HAP_XX.avi;H
2834;1035_ITS_SAD_XX.avi;D
5044;1062_DFA_FEA_XX.avi;F
312;1004_ITS_FEA_XX.avi;F
845;1011_TAI_DIS_XX.avi;D
939;1012_IWL_DIS_XX.avi;D
2696;1034_IEO_FEA_LO.avi;N
360;1005_TAI_NEU_XX.avi;N
5254;1065_IOM_FEA_XX.avi;F
6128;1075_WSI_FEA_XX.avi;F
1352;1017_ITH_SAD_XX.avi;N
1337;1017_TAI_DIS_XX.avi;S
6834;1084_IWL_ANG_XX.avi;A
769;1010_MTI_DIS_XX.avi;D
4219;1052_ITH_DIS_XX.avi;F
4379;1054_ITH_HAP_XX.avi;H
7008;1086_DFA_HAP_XX.avi;H
938;1012_IWL_FEA_XX.avi;F
5101;1063_TAI_ANG_XX.avi;A
3943;1049_IOM_DIS_XX.avi;F
4484;1055_WSI_NEU_XX.avi;A
3525;1044_TIE_ANG_XX.avi;A
2677;1033_TSI_ANG_XX.avi;A
7228;1089_IWW_DIS_XX.avi;D
3131;1039_TAI_HAP_XX.avi;H
58;1001_DFA_HAP_XX.avi;H
5705;1070_ITS_ANG_XX.avi;A
1874;1024_IEO_ANG_MD.avi;D
4728;1058_TSI_FEA_XX.avi;F
3820;1047_ITS_FEA_XX.avi;F
4839;1060_TIE_DIS_XX.avi;D
6889;1085_IOM_NEU_XX.avi;H
3915;1048_WSI_DIS_XX.avi;D
2895;1036_MTI_DIS_XX.avi;D
5710;1070_TSI_SAD_XX.avi;N
369;1005_MTI_ANG_XX.avi;N
1813;1023_IWW_HAP_XX.avi;H
1971;1025_IOM_HAP_XX.avi;H
5303;1065_TSI_DIS_XX.avi;D
950;1012_DFA_FEA_XX.avi;F
510;1007_TIE_FEA_XX.avi;S
4563;1056_TSI_ANG_XX.avi;D
6039;1074_TSI_ANG_XX.avi;A
3867;1048_IWW_DIS_XX.avi;D
3285;1041_IOM_ANG_XX.avi;D
1;1001_IEO_HAP_MD.avi;H
2255;1028_DFA_ANG_XX.avi;A
5307;1065_WSI_ANG_XX.avi;A
3693;1046_IOM_HAP_XX.avi;H
5401;1067_IEO_ANG_HI.avi;A
3766;1047_IEO_DIS_MD.avi;F
6714;1083_IEO_FEA_MD.avi;S
1576;1020_TAI_FEA_XX.avi;F
6084;1075_TAI_SAD_XX.avi;N
2093;1026_DFA_DIS_XX.avi;D
2403;1030_MTI_DIS_XX.avi;D
142;1002_DFA_FEA_XX.avi;F
3803;1047_IWL_DIS_XX.avi;A
5021;1062_TAI_DIS_XX.avi;S
2993;1037_DFA_ANG_XX.avi;A
7299;1090_IOM_NEU_XX.avi;N
5573;1069_TIE_HAP_XX.avi;H
6169;1076_TAI_DIS_XX.avi;S
620;1008_IWL_SAD_XX.avi;S
7439;1091_WSI_FEA_XX.avi;F
6842;1084_ITH_DIS_XX.avi;D
6395;1079_TIE_FEA_XX.avi;A
6771;1083_ITS_FEA_XX.avi;F
6175;1076_MTI_DIS_XX.avi;D
4667;1058_IEO_DIS_LO.avi;D
1006;1013_TAI_SAD_XX.avi;S
4740;1059_IEO_SAD_LO.avi;N
4520;1056_IWW_SAD_XX.avi;N
5995;1074_IWW_HAP_XX.avi;H
1521;1019_ITS_HAP_XX.avi;H
890;1012_IEO_HAP_MD.avi;H
7278;1090_IEO_HAP_LO.avi;H
4183;1052_TIE_DIS_XX.avi;N
1758;1022_ITH_FEA_XX.avi;N
6872;1085_IEO_SAD_MD.avi;N
5815;1072_IEO_DIS_LO.avi;D
2044;1026_IEO_DIS_MD.avi;D
786;1010_DFA_FEA_XX.avi;N
1213;1015_WSI_ANG_XX.avi;A
2617;1033_IEO_DIS_LO.avi;D
2342;1029_ITS_SAD_XX.avi;F
7414;1091_ITH_ANG_XX.avi;S
1824;1023_MTI_NEU_XX.avi;N
2118;1027_IEO_SAD_HI.avi;N
4013;1050_IEO_DIS_HI.avi;H
5927;1073_MTI_ANG_XX.avi;N
5977;1074_IEO_FEA_MD.avi;A
1067;1014_IEO_DIS_HI.avi;D
3675;1046_IEO_SAD_MD.avi;N
2658;1033_ITH_SAD_XX.avi;F
5566;1069_IEO_FEA_LO.avi;D
4629;1057_ITH_DIS_XX.avi;D
